CALENDAR_ID,CUSTOMER_ID,PROVIDER_ID,DEVICE_ID,ROUNDS,BET_EUR,WIN_EUR,GROSS_REVENUE_EUR,BONUS_COST_EUR,NET_REVENUE_EUR,IS_ACTIVE_CUSTOMER
20240117,12,3,2,497,"7,214.27","-2,078.82","5,135.44",-370.09,"4,765.35",1
20240302,3,3,2,383,"7,111.81","-7,356.48",-244.67,-905.66,"-1,150.33",1
20240114,12,4,1,483,"3,921.54","-4,015.96",-94.41,-780.16,-874.57,1
20240312,10,4,1,48,"1,143.33","-2,194.16","-1,050.83",-167.10,"-1,217.93",1
20240209,19,2,1,34,"3,313.14","-8,866.42","-5,553.28",-113.99,"-5,667.28",1
20240127,20,4,1,216,"9,900.57","-8,609.04","1,291.53",-809.04,482.50,1
20240310,14,4,1,690,355.72,"-2,029.73","-1,674.00",-944.69,"-2,618.69",1
20240127,10,1,2,517,"9,937.51","-6,184.56","3,752.95",-629.64,"3,123.31",1
20240103,9,1,1,652,"7,111.47","-9,384.51","-2,273.05",-902.68,"-3,175.73",1
20240215,24,1,1,689,"4,346.76","-8,082.65","-3,735.89",-858.16,"-4,594.06",1
20240227,26,3,1,981,"4,361.68","-1,358.17","3,003.50",-686.13,"2,317.38",1
20240306,1,4,1,116,"1,120.73","-1,982.39",-861.67,-379.15,"-1,240.82",1
20240104,7,2,2,4,"1,093.89","-9,548.84","-8,454.95",-761.05,"-9,216.00",1
20240308,17,3,1,78,0.00,"-2,770.58","-2,770.58",-110.18,"-2,880.76",0
20240223,24,3,1,146,"1,216.03","-2,472.43","-1,256.40",-523.66,"-1,780.06",1
20240227,10,4,2,772,"7,367.73","-7,147.78",219.95,-952.12,-732.17,1
20240111,13,3,1,819,"8,868.56","-5,336.86","3,531.69",-683.66,"2,848.04",1
20240228,8,3,2,40,0.00,"-1,336.93","-1,336.93",-616.42,"-1,953.35",0
20240121,30,1,2,577,"6,917.49","-2,884.59","4,032.90",-549.29,"3,483.61",1
20240122,23,4,2,898,"7,219.61","-7,327.23",-107.62,-870.24,-977.86,1
20240203,7,3,1,915,"2,095.32","-3,611.88","-1,516.55",-410.55,"-1,927.10",1
20240318,13,4,1,555,530.71,"-8,652.54","-8,121.83",-701.05,"-8,822.88",1
20240127,1,2,2,712,"8,901.75","-5,725.25","3,176.49",-464.84,"2,711.66",1
20240315,4,2,2,569,"4,706.54","-7,198.29","-2,491.74",-477.49,"-2,969.23",1
20240309,15,3,1,819,"5,233.38","-8,679.88","-3,446.49",-259.81,"-3,706.30",1
20240103,23,1,1,921,"6,890.06",-293.56,"6,596.50",-486.68,"6,109.82",1
20240227,3,2,2,163,"4,232.37","-8,574.34","-4,341.97",-84.67,"-4,426.64",1
20240115,7,4,2,119,104.90,"-3,345.51","-3,240.60",-567.95,"-3,808.55",1
20240228,1,1,1,400,"6,133.48","-4,927.02","1,206.46",-818.19,388.27,1
20240301,18,2,2,484,"8,748.02","-6,704.29","2,043.73",-930.65,"1,113.07",1
20240310,26,3,1,376,"7,292.50","-8,455.43","-1,162.93",-83.83,"-1,246.77",1
20240107,21,3,2,292,"7,886.28","-8,977.56","-1,091.27",-999.59,"-2,090.86",1
20240213,25,3,1,377,"2,182.88","-6,666.82","-4,483.94",-635.74,"-5,119.68",1
20240120,11,4,2,958,"9,864.71","-6,362.59","3,502.12",-157.89,"3,344.24",1
20240222,5,3,2,654,"1,753.01","-3,877.29","-2,124.27",-361.91,"-2,486.18",1
20240225,6,1,1,712,"6,987.09","-9,654.22","-2,667.13",-591.57,"-3,258.70",1
20240102,23,2,2,777,"6,767.64",-352.63,"6,415.00",-974.04,"5,440.96",1
20240224,13,2,1,753,"9,505.18","-9,942.47",-437.29,-37.24,-474.53,1
20240112,12,2,1,679,0.00,"-5,983.31","-5,983.31",-387.30,"-6,370.61",0
20240302,26,4,1,803,"4,442.10","-9,812.85","-5,370.75",-21.88,"-5,392.63",1
20240202,3,1,1,266,"3,793.52","-3,879.08",-85.56,-362.87,-448.43,1
20240208,1,4,2,779,"3,063.61","-3,991.96",-928.35,-102.53,"-1,030.88",1
20240107,18,2,2,100,0.00,"-2,093.43","-2,093.43",-475.93,"-2,569.37",0
20240308,23,3,2,836,"1,652.58",-80.11,"1,572.47",-988.23,584.25,1
20240125,4,2,1,246,"1,098.70","-9,794.93","-8,696.24",-38.83,"-8,735.06",1
20240303,27,3,2,354,"8,607.92","-9,171.56",-563.64,-349.87,-913.51,1
20240123,4,1,1,537,"8,494.68","-1,140.60","7,354.08",-286.15,"7,067.93",1
20240125,13,3,2,568,"9,881.41","-3,359.17","6,522.24",-278.44,"6,243.80",1
20240129,20,2,2,962,"2,724.42","-8,275.72","-5,551.30",-551.06,"-6,102.36",1
20240115,19,1,2,243,817.43,"-9,292.00","-8,474.56",-67.65,"-8,542.22",1
20240105,24,1,2,360,"6,610.80","-1,904.76","4,706.04",-256.22,"4,449.82",1
20240206,3,4,2,946,"1,883.58","-8,772.94","-6,889.36",-133.78,"-7,023.14",1
20240211,27,2,1,496,"1,793.46","-9,339.98","-7,546.52",-356.04,"-7,902.56",1
20240111,10,4,2,563,"6,473.16","-9,034.98","-2,561.82",-188.00,"-2,749.82",1
20240202,15,3,2,551,"4,126.63","-1,335.35","2,791.28",-448.89,"2,342.39",1
20240227,28,3,1,493,"8,038.92",-244.74,"7,794.18",-822.30,"6,971.88",1
20240212,7,1,1,413,294.78,"-6,028.36","-5,733.58",-138.14,"-5,871.72",1
20240310,12,2,1,586,"4,561.55","-9,218.91","-4,657.36",-489.26,"-5,146.62",1
20240120,10,3,1,246,0.00,"-5,669.41","-5,669.41",-978.69,"-6,648.10",0
20240129,29,4,2,363,"8,988.92",-767.16,"8,221.77",-984.46,"7,237.31",1
20240222,27,3,1,852,"3,438.01","-6,287.97","-2,849.96",-991.61,"-3,841.58",1
20240211,14,3,1,49,410.73,"-2,818.42","-2,407.69",-25.98,"-2,433.67",1
20240307,9,1,1,461,"3,026.91",-651.40,"2,375.51",-556.16,"1,819.35",1
20240202,21,2,2,436,"5,031.16","-1,669.49","3,361.66",-56.68,"3,304.99",1
20240217,20,3,1,973,0.00,"-6,965.77","-6,965.77",-169.57,"-7,135.34",0
20240330,1,3,2,764,"9,000.10","-4,574.52","4,425.58",-786.48,"3,639.10",1
20240219,30,2,1,125,"4,176.20","-2,210.21","1,965.99",-267.40,"1,698.59",1
20240213,28,1,2,746,"2,316.78","-9,989.68","-7,672.90",-48.69,"-7,721.59",1
20240103,15,3,1,518,"5,930.27","-8,946.07","-3,015.80",-633.99,"-3,649.78",1
20240304,13,4,2,967,"8,764.51","-4,010.31","4,754.20",-232.74,"4,521.45",1
20240316,18,1,2,83,"6,153.16","-1,788.43","4,364.74",-852.64,"3,512.10",1
20240111,29,4,2,990,"9,151.18",-348.51,"8,802.67",-266.56,"8,536.12",1
20240210,8,3,1,457,"1,385.77","-9,589.33","-8,203.56",-907.18,"-9,110.74",1
20240221,25,3,2,547,"9,726.39","-2,697.01","7,029.38",-993.79,"6,035.60",1
20240106,13,3,2,121,0.00,"-9,293.20","-9,293.20",-643.99,"-9,937.19",0
20240216,17,3,2,172,"4,081.03",-70.12,"4,010.91",-762.47,"3,248.44",1
20240102,25,2,2,957,"9,646.09",-734.83,"8,911.26",-641.26,"8,270.00",1
20240123,22,1,1,593,"4,169.74","-2,715.77","1,453.97",-798.12,655.85,1
20240207,27,3,1,722,539.33,"-3,975.74","-3,436.40",-898.68,"-4,335.09",1
20240211,21,1,1,785,"3,486.77","-8,298.40","-4,811.62",-590.72,"-5,402.34",1
20240201,1,2,2,939,"4,804.38","-4,800.93",3.45,-531.17,-527.72,1
20240102,5,3,2,938,"1,119.15","-2,701.95","-1,582.79",-954.96,"-2,537.75",1
20240214,27,1,2,319,"3,131.89","-3,218.14",-86.25,-839.35,-925.61,1
20240217,6,4,1,434,"5,760.23","-5,717.40",42.84,-207.02,-164.18,1
20240124,8,1,1,279,"2,506.97","-7,411.67","-4,904.71",-392.11,"-5,296.82",1
20240118,24,2,1,393,"7,017.08","-3,628.04","3,389.04",-936.64,"2,452.40",1
20240222,5,1,1,135,"7,747.68",-757.56,"6,990.12",-347.48,"6,642.64",1
20240216,16,2,2,514,"8,673.90","-5,011.29","3,662.61",-137.34,"3,525.27",1
20240310,19,1,2,867,"7,052.11",-99.62,"6,952.49",-283.39,"6,669.10",1
20240109,14,3,1,424,"5,278.74",-61.25,"5,217.49",-147.05,"5,070.44",1
20240201,3,4,2,476,"6,235.78","-6,738.47",-502.69,-133.46,-636.15,1
20240118,11,4,1,685,"1,738.04","-3,567.04","-1,829.00",-512.51,"-2,341.51",1
20240116,19,2,2,513,"3,786.63","-5,426.32","-1,639.69",-163.16,"-1,802.85",1
20240118,3,3,1,53,"5,439.37","-7,696.10","-2,256.73",-962.48,"-3,219.21",1
20240118,30,1,2,382,"5,953.92","-5,615.17",338.75,-935.88,-597.13,1
20240111,24,1,2,674,"7,523.03","-4,705.35","2,817.68",-20.53,"2,797.15",1
20240102,10,3,1,163,"9,799.36","-5,904.05","3,895.31",-837.31,"3,057.99",1
20240212,23,2,1,484,"1,963.32","-5,749.90","-3,786.58",-439.36,"-4,225.94",1
20240123,26,3,2,70,"1,641.51","-5,749.25","-4,107.74",-550.47,"-4,658.21",1
20240120,18,2,1,545,0.00,-856.45,-856.45,-101.03,-957.48,0
20240319,22,2,2,73,0.00,-496.54,-496.54,-644.79,"-1,141.33",0
20240125,12,4,1,557,"8,362.31","-9,497.67","-1,135.36",-157.40,"-1,292.76",1
20240210,8,4,2,436,"2,638.72","-6,338.97","-3,700.25",-892.18,"-4,592.43",1
20240321,13,1,1,812,"4,951.94","-3,501.54","1,450.40",-255.11,"1,195.30",1
20240307,9,3,2,852,"6,789.28","-2,541.75","4,247.53",-179.68,"4,067.85",1
20240328,29,1,2,826,"6,120.23",-220.16,"5,900.07",-4.00,"5,896.07",1
20240111,14,2,1,9,"5,780.46","-8,290.11","-2,509.65",-814.47,"-3,324.12",1
20240103,29,2,1,912,"1,145.08",-766.76,378.32,-674.59,-296.27,1
20240209,19,2,1,689,"5,218.19","-7,191.13","-1,972.95",-239.34,"-2,212.29",1
20240316,30,4,1,757,"8,366.85","-8,786.44",-419.59,-812.44,"-1,232.03",1
20240110,2,4,2,96,"2,036.57","-3,582.02","-1,545.45",-874.83,"-2,420.28",1
20240216,7,2,1,440,"3,779.75","-5,842.41","-2,062.66",-813.93,"-2,876.59",1
20240319,26,2,1,780,"4,138.96","-1,644.92","2,494.04",-861.86,"1,632.18",1
20240214,25,1,2,238,"8,854.42","-8,096.10",758.32,-828.44,-70.12,1
20240216,5,1,1,174,622.33,"-8,948.41","-8,326.09",-557.20,"-8,883.29",1
20240112,6,1,1,44,"2,764.28","-4,214.26","-1,449.98",-889.61,"-2,339.58",1
20240103,2,1,2,614,"7,057.14","-1,350.28","5,706.86",-491.16,"5,215.71",1
20240327,17,3,1,745,"5,970.83","-4,886.86","1,083.98",-613.03,470.95,1
20240315,2,1,1,955,886.76,"-1,762.29",-875.53,-325.26,"-1,200.79",1
20240325,11,1,2,449,"7,998.94",-306.64,"7,692.31",-224.22,"7,468.09",1
20240226,27,2,1,434,"5,600.68","-4,171.54","1,429.15",-333.78,"1,095.36",1
20240116,8,3,1,186,"5,488.64","-6,947.28","-1,458.64",-548.54,"-2,007.18",1
20240130,7,4,1,389,"3,102.90","-4,979.60","-1,876.70",-518.75,"-2,395.45",1
20240120,24,1,1,231,"4,452.72","-1,552.89","2,899.83",-416.38,"2,483.45",1
20240206,15,1,2,31,"9,140.85","-9,441.10",-300.25,-769.23,"-1,069.48",1
20240129,1,2,2,719,"3,879.62","-3,102.52",777.10,-641.52,135.58,1
20240103,4,3,2,147,"5,752.45","-9,728.74","-3,976.30",-548.39,"-4,524.68",1
20240115,12,2,2,981,411.74,"-4,374.86","-3,963.11",-384.85,"-4,347.96",1
20240201,12,2,1,943,"4,091.88","-9,890.14","-5,798.26",-82.92,"-5,881.19",1
20240102,17,1,1,571,"6,072.12","-1,187.69","4,884.44",-4.11,"4,880.32",1
20240229,25,1,2,490,"8,573.18","-2,115.04","6,458.13",-500.35,"5,957.78",1
20240109,16,2,2,988,"1,672.41","-1,499.16",173.25,-199.79,-26.54,1
20240224,1,4,1,888,"1,329.12","-9,136.51","-7,807.39",-316.40,"-8,123.79",1
20240325,7,3,2,755,"7,913.57","-2,473.68","5,439.89",-844.80,"4,595.09",1
20240220,8,2,1,544,"9,179.56","-6,559.11","2,620.45",-404.32,"2,216.14",1
20240326,28,1,1,77,"2,123.41","-6,008.78","-3,885.37",-885.71,"-4,771.09",1
20240316,27,4,1,443,0.00,"-9,154.92","-9,154.92",-977.95,"-10,132.88",0
20240206,2,1,1,169,51.50,"-7,415.20","-7,363.70",-43.73,"-7,407.43",1
20240227,12,3,2,154,"6,461.71","-1,407.70","5,054.01",-542.84,"4,511.17",1
20240108,21,2,2,82,"8,531.77","-9,236.55",-704.77,-595.86,"-1,300.64",1
20240104,21,4,1,471,"9,192.53","-7,324.52","1,868.01",-112.35,"1,755.65",1
20240201,9,2,1,933,"1,880.70","-1,162.93",717.77,-630.41,87.36,1
20240101,30,3,1,717,"4,256.76","-4,389.49",-132.73,-5.50,-138.23,1
20240330,12,2,1,59,"4,441.43","-1,543.94","2,897.49",-415.94,"2,481.54",1
20240212,4,4,2,380,"1,319.04","-2,029.40",-710.36,-979.20,"-1,689.56",1
20240320,2,3,2,202,"6,818.46","-4,699.89","2,118.57",-916.36,"1,202.21",1
20240305,11,1,1,587,"8,843.37","-3,602.01","5,241.35",-96.25,"5,145.11",1
20240203,24,1,2,870,"9,715.67","-6,770.17","2,945.51",-402.14,"2,543.37",1
20240228,4,2,2,284,"9,155.69","-3,338.46","5,817.24",-516.38,"5,300.86",1
20240307,25,4,2,871,945.07,"-8,660.71","-7,715.64",-859.66,"-8,575.30",1
20240109,26,1,1,200,"4,905.67","-5,565.85",-660.19,-978.71,"-1,638.90",1
20240226,16,2,2,742,"5,742.11",-838.56,"4,903.55",-301.75,"4,601.80",1
20240131,15,2,1,409,560.90,"-6,281.42","-5,720.51",-16.13,"-5,736.64",1
20240124,16,3,1,548,"5,864.70","-9,181.07","-3,316.37",-638.64,"-3,955.01",1
20240102,18,1,1,19,391.37,"-9,439.22","-9,047.85",-614.14,"-9,661.99",1
20240111,30,1,2,990,"8,070.98","-4,900.34","3,170.64",-902.17,"2,268.47",1
20240326,7,2,2,593,"6,322.11","-4,065.35","2,256.76",-332.92,"1,923.84",1
20240213,9,1,1,303,"1,700.95","-7,113.28","-5,412.33",-477.24,"-5,889.57",1
20240228,21,2,2,207,"6,933.98","-8,606.06","-1,672.08",-247.48,"-1,919.56",1
20240306,26,1,1,309,"5,641.62","-5,812.39",-170.77,-287.51,-458.28,1
20240319,26,2,2,237,"2,524.44","-8,963.34","-6,438.89",-65.93,"-6,504.82",1
20240215,12,3,1,923,"9,378.47","-6,200.39","3,178.08",-706.98,"2,471.10",1
20240222,22,4,2,88,"9,787.97","-5,323.99","4,463.97",-224.12,"4,239.85",1
20240112,24,2,2,828,"6,070.85","-2,442.96","3,627.89",-706.33,"2,921.56",1
20240211,21,1,2,578,"3,105.45","-3,547.83",-442.38,-306.77,-749.16,1
20240113,23,3,1,706,"6,298.46","-3,347.45","2,951.01",-682.39,"2,268.62",1
20240123,21,2,2,786,"3,552.30","-3,500.61",51.70,-548.48,-496.78,1
20240324,18,2,2,629,0.00,"-4,778.25","-4,778.25",-987.62,"-5,765.88",0
20240208,24,2,1,567,"5,410.89",-72.80,"5,338.09",-781.19,"4,556.90",1
20240314,30,1,2,921,"9,019.08","-1,384.90","7,634.18",-308.12,"7,326.06",1
20240128,18,2,2,971,"5,032.37","-9,499.79","-4,467.42",-732.20,"-5,199.62",1
20240112,3,1,2,181,"8,412.86","-9,210.83",-797.97,-994.00,"-1,791.97",1
20240321,2,2,1,207,"3,149.00","-9,021.20","-5,872.20",-941.72,"-6,813.92",1
20240218,3,3,1,869,152.23,"-3,897.33","-3,745.10",-483.57,"-4,228.67",1
20240317,9,2,2,43,"3,603.57","-8,467.14","-4,863.57",-154.31,"-5,017.88",1
20240321,5,1,1,647,"9,186.52","-4,039.01","5,147.51",-961.92,"4,185.59",1
20240215,9,3,1,573,131.93,"-1,996.93","-1,865.01",-994.67,"-2,859.68",1
20240206,29,3,1,150,"5,543.10","-4,887.53",655.57,-674.55,-18.97,1
20240314,21,2,2,282,"2,237.70","-7,228.73","-4,991.03",-154.57,"-5,145.60",1
20240101,14,2,1,516,0.00,"-1,294.78","-1,294.78",-318.37,"-1,613.15",0
20240304,13,3,1,4,"1,267.65","-8,089.40","-6,821.74",-402.71,"-7,224.46",1
20240102,25,3,1,558,"4,556.53","-6,626.94","-2,070.41",-213.74,"-2,284.15",1
20240111,16,2,2,368,"8,103.28","-3,778.19","4,325.09",-731.85,"3,593.24",1
20240314,2,3,2,256,"2,901.60","-5,005.15","-2,103.54",-436.75,"-2,540.29",1
20240203,15,1,1,240,0.00,"-1,632.46","-1,632.46",-938.74,"-2,571.21",0
20240131,22,4,1,334,"7,053.66","-9,790.02","-2,736.36",-389.82,"-3,126.18",1
20240111,20,2,2,407,"2,289.57","-5,598.52","-3,308.94",-385.97,"-3,694.91",1
20240220,1,1,1,101,"6,857.86","-7,653.85",-795.99,-719.36,"-1,515.34",1
20240206,26,4,2,231,"3,311.03","-2,930.39",380.64,-656.98,-276.34,1
20240226,26,1,1,37,"7,831.53","-6,899.22",932.31,-358.18,574.13,1
20240313,21,4,2,250,"6,751.12","-5,247.64","1,503.48",-842.20,661.28,1
20240103,24,4,2,587,"5,748.17","-9,642.12","-3,893.95",-94.48,"-3,988.43",1
20240329,10,3,2,66,"9,091.94","-7,159.45","1,932.50",-696.77,"1,235.72",1
20240319,29,2,1,100,0.00,"-5,501.09","-5,501.09",-20.21,"-5,521.30",0
20240127,26,3,2,229,"5,532.02","-6,446.29",-914.28,-958.24,"-1,872.52",1
20240202,12,3,1,845,0.00,"-7,168.60","-7,168.60",-148.56,"-7,317.16",0
20240309,17,2,2,508,638.48,"-6,315.37","-5,676.89",-600.49,"-6,277.38",1
20240228,2,4,1,908,"3,808.58","-2,176.75","1,631.83",-376.09,"1,255.74",1
20240104,4,2,2,560,"5,852.02","-3,341.52","2,510.50",-580.90,"1,929.60",1
20240124,12,1,2,691,"6,447.60","-5,046.06","1,401.53",-276.83,"1,124.71",1
20240226,16,1,2,566,"7,371.97","-3,586.74","3,785.23",-566.02,"3,219.21",1
20240307,1,4,2,106,"8,750.12","-6,977.49","1,772.63",-46.81,"1,725.82",1
20240209,6,1,1,275,"2,094.62","-3,058.57",-963.95,-818.81,"-1,782.76",1
20240205,7,4,1,22,"6,144.04","-7,576.94","-1,432.90",-313.33,"-1,746.23",1
20240301,10,4,2,65,"8,814.24","-5,849.12","2,965.13",-890.44,"2,074.68",1
20240318,11,2,1,775,"6,575.23","-2,461.22","4,114.02",-886.09,"3,227.93",1
20240209,30,1,2,790,"4,621.47","-5,290.56",-669.09,-116.78,-785.87,1
20240226,5,2,2,26,"3,302.87",-181.25,"3,121.63",-421.76,"2,699.86",1
20240101,28,2,1,228,0.00,"-9,330.78","-9,330.78",-490.49,"-9,821.27",0
20240206,11,4,2,250,0.00,"-1,527.50","-1,527.50",-9.73,"-1,537.23",0
20240309,22,4,1,175,"6,673.01","-6,973.71",-300.70,-50.77,-351.48,1
20240328,28,3,2,603,404.66,"-3,982.71","-3,578.04",-169.39,"-3,747.44",1
20240305,5,3,2,342,"8,986.40","-6,714.54","2,271.85",-799.78,"1,472.07",1
20240120,28,3,2,30,"3,151.29","-2,798.41",352.88,-291.46,61.42,1
20240318,2,2,1,323,"5,829.36","-3,183.72","2,645.64",-223.31,"2,422.33",1
20240111,8,4,1,272,"1,957.96","-9,709.80","-7,751.84",-46.69,"-7,798.54",1
20240108,4,3,1,925,0.00,-476.64,-476.64,-360.52,-837.16,0
20240123,30,1,1,869,0.00,"-5,538.47","-5,538.47",-40.44,"-5,578.92",0
20240205,22,3,2,643,"7,578.33","-8,886.59","-1,308.26",-387.69,"-1,695.95",1
20240327,14,4,1,130,"8,820.56","-4,733.25","4,087.32",-580.43,"3,506.89",1
20240224,24,1,1,115,"9,122.86",-905.16,"8,217.70",-969.21,"7,248.49",1
20240228,10,2,1,15,"2,547.87","-8,738.22","-6,190.34",-592.86,"-6,783.20",1
20240316,1,3,2,366,"9,417.76","-8,504.88",912.87,-377.56,535.32,1
20240228,18,2,2,887,"9,967.78","-5,025.58","4,942.20",-199.57,"4,742.63",1
20240131,2,2,1,171,"8,770.10","-7,353.13","1,416.96",-186.23,"1,230.73",1
20240322,24,3,1,635,197.62,"-1,207.04","-1,009.42",-379.86,"-1,389.28",1
20240112,20,3,2,960,"5,269.50","-1,211.21","4,058.29",-655.37,"3,402.92",1
20240218,14,3,2,579,"4,817.51","-9,722.47","-4,904.96",-400.73,"-5,305.69",1
20240321,5,2,2,822,"7,483.79",-38.56,"7,445.23",-897.91,"6,547.32",1
20240327,9,1,2,691,"6,404.60","-3,889.09","2,515.52",-268.45,"2,247.07",1
20240219,18,2,1,840,"9,551.13","-3,724.16","5,826.97",-672.49,"5,154.48",1
20240222,22,1,2,534,"3,080.35","-4,344.54","-1,264.19",-914.63,"-2,178.82",1
20240314,27,2,2,585,0.00,"-6,656.17","-6,656.17",-803.32,"-7,459.49",0
20240217,20,1,2,41,"7,787.53","-5,872.75","1,914.78",-395.81,"1,518.97",1
20240228,1,2,1,763,0.00,"-7,743.43","-7,743.43",-414.69,"-8,158.12",0
20240313,12,1,1,957,66.36,"-2,651.16","-2,584.80",-782.95,"-3,367.75",1
20240121,3,3,2,704,"9,635.08",-317.90,"9,317.18",-215.94,"9,101.25",1
20240312,28,2,1,371,"1,429.90","-4,363.18","-2,933.28",-243.94,"-3,177.22",1
20240308,25,4,2,753,0.00,"-1,115.95","-1,115.95",-579.35,"-1,695.30",0
20240304,14,3,2,14,"8,960.35",-542.11,"8,418.24",-695.84,"7,722.40",1
20240211,5,3,1,633,"6,755.57",-382.76,"6,372.81",-797.91,"5,574.90",1
20240302,25,2,2,500,"1,895.63","-6,656.47","-4,760.83",-483.66,"-5,244.49",1
20240320,16,4,1,144,"3,426.49","-3,599.67",-173.18,-561.61,-734.79,1
20240310,12,1,1,928,"8,235.91","-7,454.13",781.79,-543.79,238.00,1
20240308,30,3,1,906,"6,344.95","-5,477.22",867.72,-990.80,-123.07,1
20240301,14,4,2,869,"6,269.86","-3,657.18","2,612.68",-228.72,"2,383.97",1
20240102,23,3,1,176,"9,897.62","-5,075.56","4,822.06",-673.29,"4,148.77",1
20240320,27,2,2,622,"9,670.70","-6,147.83","3,522.87",-366.83,"3,156.04",1
20240301,5,3,1,42,"4,803.00","-1,697.83","3,105.17",-961.51,"2,143.66",1
20240213,26,1,1,309,"6,618.46",-683.83,"5,934.63",-269.16,"5,665.47",1
20240207,30,3,1,712,"3,817.99","-3,099.47",718.52,-460.49,258.03,1
20240119,21,4,1,584,"8,038.44",-147.89,"7,890.55",-432.58,"7,457.97",1
20240206,30,1,2,133,"4,429.58","-2,541.57","1,888.01",-581.66,"1,306.35",1
20240229,9,2,1,853,"6,393.91","-4,816.21","1,577.70",-21.23,"1,556.47",1
20240202,24,1,1,940,"5,211.33","-5,602.36",-391.03,-783.76,"-1,174.79",1
20240218,23,2,1,826,"7,670.57","-7,455.96",214.61,-934.36,-719.75,1
20240111,15,4,1,475,"5,352.28","-8,934.78","-3,582.50",-347.90,"-3,930.40",1
20240104,26,1,2,384,"9,278.13","-1,775.80","7,502.33",-163.18,"7,339.15",1
20240129,16,3,1,401,"5,585.60","-4,260.30","1,325.30",-19.22,"1,306.07",1
20240224,7,3,1,848,"5,243.20","-9,359.24","-4,116.04",-337.87,"-4,453.90",1
20240303,6,4,1,823,"5,948.36",-761.44,"5,186.92",-567.81,"4,619.12",1
20240102,21,4,1,363,"4,824.32","-8,980.94","-4,156.62",-69.06,"-4,225.68",1
20240125,6,2,2,801,17.51,-54.81,-37.30,-687.30,-724.60,1
20240329,11,1,1,29,"4,870.88","-4,508.81",362.06,-153.22,208.84,1
20240326,30,4,1,671,207.20,"-3,073.52","-2,866.32",-78.29,"-2,944.61",1
20240208,17,4,2,351,"8,040.94","-8,250.18",-209.24,-798.33,"-1,007.57",1
20240120,19,4,2,153,0.00,"-3,567.59","-3,567.59",-794.62,"-4,362.21",0
20240211,17,4,1,295,"4,373.59","-7,383.69","-3,010.11",-385.77,"-3,395.88",1
20240228,11,3,1,813,"2,815.06","-7,065.24","-4,250.18",-322.93,"-4,573.11",1
20240329,29,3,2,382,"4,844.85","-1,349.94","3,494.91",-310.11,"3,184.80",1
20240215,29,1,1,517,"8,027.44","-9,436.67","-1,409.23",-823.08,"-2,232.31",1
20240316,6,4,1,374,"4,070.41","-1,979.04","2,091.37",-927.20,"1,164.17",1
20240318,1,1,2,733,0.00,"-3,994.35","-3,994.35",-456.11,"-4,450.46",0
20240217,3,1,2,420,"8,130.65","-2,169.09","5,961.56",-458.15,"5,503.41",1
20240210,13,2,2,730,0.00,"-4,042.46","-4,042.46",-634.44,"-4,676.90",0
20240131,12,4,2,393,"8,516.95","-2,595.97","5,920.98",-970.49,"4,950.49",1
20240329,28,3,2,16,"3,319.45","-7,265.21","-3,945.76",-594.56,"-4,540.32",1
20240220,9,2,2,613,383.79,"-9,028.71","-8,644.92",-830.64,"-9,475.55",1
20240127,7,1,1,827,"8,208.23","-3,949.41","4,258.82",-660.54,"3,598.29",1
20240321,18,1,2,73,"4,059.93","-1,189.64","2,870.30",-327.27,"2,543.02",1
20240314,26,4,2,673,0.00,-974.76,-974.76,-886.47,"-1,861.23",0
20240112,28,2,1,397,0.00,"-3,701.99","-3,701.99",-258.60,"-3,960.60",0
20240205,4,4,1,859,"7,862.27","-1,350.75","6,511.52",-464.97,"6,046.55",1
20240303,17,4,2,351,0.00,"-6,596.42","-6,596.42",-977.05,"-7,573.46",0
20240101,16,1,1,554,"9,486.18","-8,425.56","1,060.61",-619.62,440.99,1
20240326,23,4,1,965,0.00,"-8,428.45","-8,428.45",-32.97,"-8,461.42",0
20240121,18,4,2,931,"5,496.52","-9,341.40","-3,844.89",-102.14,"-3,947.02",1
20240103,28,2,1,932,"6,115.16","-6,775.33",-660.17,-630.26,"-1,290.43",1
20240204,20,3,1,205,"4,273.20","-3,668.48",604.72,-301.68,303.03,1
20240206,4,4,2,910,"7,194.81","-8,660.50","-1,465.68",-506.79,"-1,972.48",1
20240312,28,3,1,844,"2,873.78","-1,840.47","1,033.31",-856.85,176.46,1
20240305,23,4,1,328,"7,314.89","-1,869.30","5,445.59",-866.70,"4,578.89",1
20240229,5,2,1,591,"3,900.90","-9,732.59","-5,831.69",-20.26,"-5,851.95",1
20240310,7,3,2,433,0.00,-592.12,-592.12,-91.76,-683.88,0
20240329,9,1,2,665,"2,493.55","-7,004.99","-4,511.44",-404.16,"-4,915.60",1
20240307,23,1,1,283,"3,419.50","-6,400.52","-2,981.01",-424.60,"-3,405.61",1
20240218,5,2,2,424,"1,374.13","-8,844.28","-7,470.15",-446.06,"-7,916.21",1
20240121,20,4,1,752,"3,636.46","-8,251.88","-4,615.42",-792.54,"-5,407.96",1
20240121,23,4,2,276,"7,890.46","-2,759.21","5,131.25",-936.83,"4,194.42",1
20240225,2,4,2,267,"7,100.38","-5,039.59","2,060.79",-585.82,"1,474.97",1
20240320,21,2,1,394,0.00,"-4,958.18","-4,958.18",-834.76,"-5,792.94",0
20240229,29,3,1,622,"2,248.18",-811.71,"1,436.47",-152.85,"1,283.62",1
20240105,4,3,2,561,"8,877.42","-5,892.65","2,984.77",-292.88,"2,691.89",1
